group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Clustering Coef,csr,1019703_10_12,1019703,elements,10706972.0,ns,13824
Clustering Coef,csr,1019703_10_12,1019703,elements,21450823.0,ns,27648
Clustering Coef,csr,1019703_10_12,1019703,elements,32230586.0,ns,41472
Clustering Coef,csr,1019703_10_12,1019703,elements,43035656.0,ns,55296
Clustering Coef,csr,1019703_10_12,1019703,elements,53656138.0,ns,69120
Clustering Coef,csr,1019703_10_12,1019703,elements,64452531.0,ns,82944
Clustering Coef,csr,1019703_10_12,1019703,elements,75227769.0,ns,96768
Clustering Coef,csr,1019703_10_12,1019703,elements,85997706.0,ns,110592
Clustering Coef,csr,1019703_10_12,1019703,elements,96738044.0,ns,124416
Clustering Coef,csr,1019703_10_12,1019703,elements,107706346.0,ns,138240
Clustering Coef,csr,1019703_10_12,1019703,elements,118100312.0,ns,152064
Clustering Coef,csr,1019703_10_12,1019703,elements,128790703.0,ns,165888
Clustering Coef,csr,1019703_10_12,1019703,elements,139938929.0,ns,179712
Clustering Coef,csr,1019703_10_12,1019703,elements,150415836.0,ns,193536
Clustering Coef,csr,1019703_10_12,1019703,elements,160898390.0,ns,207360
Clustering Coef,csr,1019703_10_12,1019703,elements,171825980.0,ns,221184
Clustering Coef,csr,1019703_10_12,1019703,elements,182559233.0,ns,235008
Clustering Coef,csr,1019703_10_12,1019703,elements,193485669.0,ns,248832
Clustering Coef,csr,1019703_10_12,1019703,elements,204202971.0,ns,262656
Clustering Coef,csr,1019703_10_12,1019703,elements,214947171.0,ns,276480
Clustering Coef,csr,1019703_10_12,1019703,elements,225579120.0,ns,290304
Clustering Coef,csr,1019703_10_12,1019703,elements,236307633.0,ns,304128
Clustering Coef,csr,1019703_10_12,1019703,elements,249224996.0,ns,317952
Clustering Coef,csr,1019703_10_12,1019703,elements,259878614.0,ns,331776
Clustering Coef,csr,1019703_10_12,1019703,elements,270674069.0,ns,345600
Clustering Coef,csr,1019703_10_12,1019703,elements,281586070.0,ns,359424
Clustering Coef,csr,1019703_10_12,1019703,elements,292405101.0,ns,373248
Clustering Coef,csr,1019703_10_12,1019703,elements,305650180.0,ns,387072
Clustering Coef,csr,1019703_10_12,1019703,elements,314066818.0,ns,400896
Clustering Coef,csr,1019703_10_12,1019703,elements,324889726.0,ns,414720
