group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,13187735.0,ns,2
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,26453266.0,ns,4
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,39619208.0,ns,6
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,52599933.0,ns,8
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,65836979.0,ns,10
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,78976265.0,ns,12
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,92408019.0,ns,14
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,104952552.0,ns,16
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,118647364.0,ns,18
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,131521659.0,ns,20
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,144553826.0,ns,22
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,157954726.0,ns,24
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,171115607.0,ns,26
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,184046581.0,ns,28
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,198166788.0,ns,30
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,210499487.0,ns,32
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,223696998.0,ns,34
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,236713595.0,ns,36
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,250149829.0,ns,38
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,262830630.0,ns,40
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,276889823.0,ns,42
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,289863429.0,ns,44
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,302926359.0,ns,46
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,315904293.0,ns,48
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,329685291.0,ns,50
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,342149233.0,ns,52
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,354925174.0,ns,54
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,368858377.0,ns,56
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,382090514.0,ns,58
MinCutCount,fast_karger_stein_count_PathCompression,70_0.2_572,572,elements,395008403.0,ns,60
