group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,13753682.0,ns,2
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,27430622.0,ns,4
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,41090684.0,ns,6
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,54788306.0,ns,8
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,68365753.0,ns,10
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,82166625.0,ns,12
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,96199372.0,ns,14
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,109639747.0,ns,16
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,123466634.0,ns,18
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,137059774.0,ns,20
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,150608679.0,ns,22
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,164596724.0,ns,24
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,180307896.0,ns,26
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,191949413.0,ns,28
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,205572871.0,ns,30
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,219801443.0,ns,32
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,234272569.0,ns,34
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,248992949.0,ns,36
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,262870090.0,ns,38
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,276739554.0,ns,40
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,289674080.0,ns,42
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,303986321.0,ns,44
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,317170390.0,ns,46
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,331160367.0,ns,48
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,345144485.0,ns,50
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,358655905.0,ns,52
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,372328882.0,ns,54
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,386355269.0,ns,56
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,400141017.0,ns,58
MinCut,karger_stein PathHalving,60_0.8_5000,5000,elements,414081709.0,ns,60
