group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Clustering Coef,adj,1011826_10_2,1011826,elements,10755555.0,ns,27539
Clustering Coef,adj,1011826_10_2,1011826,elements,21479169.0,ns,55078
Clustering Coef,adj,1011826_10_2,1011826,elements,32214154.0,ns,82617
Clustering Coef,adj,1011826_10_2,1011826,elements,42959495.0,ns,110156
Clustering Coef,adj,1011826_10_2,1011826,elements,53690090.0,ns,137695
Clustering Coef,adj,1011826_10_2,1011826,elements,64445852.0,ns,165234
Clustering Coef,adj,1011826_10_2,1011826,elements,75191702.0,ns,192773
Clustering Coef,adj,1011826_10_2,1011826,elements,86460112.0,ns,220312
Clustering Coef,adj,1011826_10_2,1011826,elements,96650126.0,ns,247851
Clustering Coef,adj,1011826_10_2,1011826,elements,107568700.0,ns,275390
Clustering Coef,adj,1011826_10_2,1011826,elements,118137666.0,ns,302929
Clustering Coef,adj,1011826_10_2,1011826,elements,128872504.0,ns,330468
Clustering Coef,adj,1011826_10_2,1011826,elements,138531972.0,ns,358007
Clustering Coef,adj,1011826_10_2,1011826,elements,148766087.0,ns,385546
Clustering Coef,adj,1011826_10_2,1011826,elements,159401002.0,ns,413085
Clustering Coef,adj,1011826_10_2,1011826,elements,170882052.0,ns,440624
Clustering Coef,adj,1011826_10_2,1011826,elements,182590287.0,ns,468163
Clustering Coef,adj,1011826_10_2,1011826,elements,192350862.0,ns,495702
Clustering Coef,adj,1011826_10_2,1011826,elements,204082091.0,ns,523241
Clustering Coef,adj,1011826_10_2,1011826,elements,214914265.0,ns,550780
Clustering Coef,adj,1011826_10_2,1011826,elements,225536224.0,ns,578319
Clustering Coef,adj,1011826_10_2,1011826,elements,236273345.0,ns,605858
Clustering Coef,adj,1011826_10_2,1011826,elements,247186281.0,ns,633397
Clustering Coef,adj,1011826_10_2,1011826,elements,258035437.0,ns,660936
Clustering Coef,adj,1011826_10_2,1011826,elements,268504317.0,ns,688475
Clustering Coef,adj,1011826_10_2,1011826,elements,279256763.0,ns,716014
Clustering Coef,adj,1011826_10_2,1011826,elements,290115944.0,ns,743553
Clustering Coef,adj,1011826_10_2,1011826,elements,300702711.0,ns,771092
Clustering Coef,adj,1011826_10_2,1011826,elements,311575749.0,ns,798631
Clustering Coef,adj,1011826_10_2,1011826,elements,322203262.0,ns,826170
