group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,10913369.0,ns,7
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,21392013.0,ns,14
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,32177962.0,ns,21
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,42922913.0,ns,28
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,53516370.0,ns,35
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,64361019.0,ns,42
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,75088537.0,ns,49
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,85788761.0,ns,56
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,96363984.0,ns,63
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,107294495.0,ns,70
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,117824874.0,ns,77
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,128722446.0,ns,84
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,139148832.0,ns,91
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,149986275.0,ns,98
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,160513858.0,ns,105
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,171380025.0,ns,112
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,182104679.0,ns,119
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,192829106.0,ns,126
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,203674632.0,ns,133
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,214364371.0,ns,140
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,224815525.0,ns,147
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,235881468.0,ns,154
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,246616700.0,ns,161
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,257482323.0,ns,168
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,268126391.0,ns,175
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,278653845.0,ns,182
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,289070735.0,ns,189
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,300391339.0,ns,196
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,310743985.0,ns,203
MinCutCount,karger_stein_count_PathHalving,40_0.8_684,684,elements,321450202.0,ns,210
