group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
APL,hyperLogLog,30_0.8_386,386,elements,7528637.0,ns,208
APL,hyperLogLog,30_0.8_386,386,elements,15001745.0,ns,416
APL,hyperLogLog,30_0.8_386,386,elements,22503473.0,ns,624
APL,hyperLogLog,30_0.8_386,386,elements,29893045.0,ns,832
APL,hyperLogLog,30_0.8_386,386,elements,37383227.0,ns,1040
APL,hyperLogLog,30_0.8_386,386,elements,44875565.0,ns,1248
APL,hyperLogLog,30_0.8_386,386,elements,52464570.0,ns,1456
APL,hyperLogLog,30_0.8_386,386,elements,59885192.0,ns,1664
APL,hyperLogLog,30_0.8_386,386,elements,67307081.0,ns,1872
APL,hyperLogLog,30_0.8_386,386,elements,74749521.0,ns,2080
APL,hyperLogLog,30_0.8_386,386,elements,82265443.0,ns,2288
APL,hyperLogLog,30_0.8_386,386,elements,89751878.0,ns,2496
APL,hyperLogLog,30_0.8_386,386,elements,97229582.0,ns,2704
APL,hyperLogLog,30_0.8_386,386,elements,104623380.0,ns,2912
APL,hyperLogLog,30_0.8_386,386,elements,112155009.0,ns,3120
APL,hyperLogLog,30_0.8_386,386,elements,119626655.0,ns,3328
APL,hyperLogLog,30_0.8_386,386,elements,126798137.0,ns,3536
APL,hyperLogLog,30_0.8_386,386,elements,134283766.0,ns,3744
APL,hyperLogLog,30_0.8_386,386,elements,141969341.0,ns,3952
APL,hyperLogLog,30_0.8_386,386,elements,149476385.0,ns,4160
APL,hyperLogLog,30_0.8_386,386,elements,156849191.0,ns,4368
APL,hyperLogLog,30_0.8_386,386,elements,164427191.0,ns,4576
APL,hyperLogLog,30_0.8_386,386,elements,171785872.0,ns,4784
APL,hyperLogLog,30_0.8_386,386,elements,179309324.0,ns,4992
APL,hyperLogLog,30_0.8_386,386,elements,186770667.0,ns,5200
APL,hyperLogLog,30_0.8_386,386,elements,194404757.0,ns,5408
APL,hyperLogLog,30_0.8_386,386,elements,201796980.0,ns,5616
APL,hyperLogLog,30_0.8_386,386,elements,209102655.0,ns,5824
APL,hyperLogLog,30_0.8_386,386,elements,216598283.0,ns,6032
APL,hyperLogLog,30_0.8_386,386,elements,224066570.0,ns,6240
