group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Clustering Coef,csr,13709_10_3,13709,elements,10895401.0,ns,27153
Clustering Coef,csr,13709_10_3,13709,elements,21467459.0,ns,54306
Clustering Coef,csr,13709_10_3,13709,elements,32152679.0,ns,81459
Clustering Coef,csr,13709_10_3,13709,elements,42878634.0,ns,108612
Clustering Coef,csr,13709_10_3,13709,elements,53611548.0,ns,135765
Clustering Coef,csr,13709_10_3,13709,elements,64396842.0,ns,162918
Clustering Coef,csr,13709_10_3,13709,elements,75073037.0,ns,190071
Clustering Coef,csr,13709_10_3,13709,elements,85770025.0,ns,217224
Clustering Coef,csr,13709_10_3,13709,elements,96559348.0,ns,244377
Clustering Coef,csr,13709_10_3,13709,elements,107217158.0,ns,271530
Clustering Coef,csr,13709_10_3,13709,elements,117934845.0,ns,298683
Clustering Coef,csr,13709_10_3,13709,elements,128644728.0,ns,325836
Clustering Coef,csr,13709_10_3,13709,elements,139497174.0,ns,352989
Clustering Coef,csr,13709_10_3,13709,elements,150112183.0,ns,380142
Clustering Coef,csr,13709_10_3,13709,elements,160820987.0,ns,407295
Clustering Coef,csr,13709_10_3,13709,elements,171532954.0,ns,434448
Clustering Coef,csr,13709_10_3,13709,elements,182337533.0,ns,461601
Clustering Coef,csr,13709_10_3,13709,elements,192957121.0,ns,488754
Clustering Coef,csr,13709_10_3,13709,elements,203753795.0,ns,515907
Clustering Coef,csr,13709_10_3,13709,elements,214698920.0,ns,543060
Clustering Coef,csr,13709_10_3,13709,elements,225202287.0,ns,570213
Clustering Coef,csr,13709_10_3,13709,elements,235956998.0,ns,597366
Clustering Coef,csr,13709_10_3,13709,elements,246768138.0,ns,624519
Clustering Coef,csr,13709_10_3,13709,elements,257377994.0,ns,651672
Clustering Coef,csr,13709_10_3,13709,elements,268094007.0,ns,678825
Clustering Coef,csr,13709_10_3,13709,elements,279025496.0,ns,705978
Clustering Coef,csr,13709_10_3,13709,elements,289729946.0,ns,733131
Clustering Coef,csr,13709_10_3,13709,elements,300329039.0,ns,760284
Clustering Coef,csr,13709_10_3,13709,elements,311110609.0,ns,787437
Clustering Coef,csr,13709_10_3,13709,elements,321755468.0,ns,814590
