group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,11060793.0,ns,21
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,22017255.0,ns,42
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,33098179.0,ns,63
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,44049771.0,ns,84
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,55149457.0,ns,105
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,66085577.0,ns,126
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,76960727.0,ns,147
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,88108455.0,ns,168
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,99260011.0,ns,189
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,110066284.0,ns,210
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,121257820.0,ns,231
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,132160584.0,ns,252
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,143239773.0,ns,273
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,154237349.0,ns,294
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,165318432.0,ns,315
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,176467484.0,ns,336
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,187380337.0,ns,357
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,198303400.0,ns,378
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,209330256.0,ns,399
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,220375097.0,ns,420
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,231441066.0,ns,441
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,242419598.0,ns,462
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,253384585.0,ns,483
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,264338737.0,ns,504
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,275319293.0,ns,525
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,286382316.0,ns,546
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,297294806.0,ns,567
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,308463103.0,ns,588
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,319073427.0,ns,609
MinCutCount,fast_karger_stein_count_PathHalving,30_0.8_1256,1256,elements,330418639.0,ns,630
