group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Clustering Coef,adj,1010887_10_1,1010887,elements,10777145.0,ns,29536
Clustering Coef,adj,1010887_10_1,1010887,elements,21597280.0,ns,59072
Clustering Coef,adj,1010887_10_1,1010887,elements,32419186.0,ns,88608
Clustering Coef,adj,1010887_10_1,1010887,elements,43199474.0,ns,118144
Clustering Coef,adj,1010887_10_1,1010887,elements,53904554.0,ns,147680
Clustering Coef,adj,1010887_10_1,1010887,elements,64638259.0,ns,177216
Clustering Coef,adj,1010887_10_1,1010887,elements,75397021.0,ns,206752
Clustering Coef,adj,1010887_10_1,1010887,elements,86151223.0,ns,236288
Clustering Coef,adj,1010887_10_1,1010887,elements,97025848.0,ns,265824
Clustering Coef,adj,1010887_10_1,1010887,elements,107710385.0,ns,295360
Clustering Coef,adj,1010887_10_1,1010887,elements,118582330.0,ns,324896
Clustering Coef,adj,1010887_10_1,1010887,elements,129403651.0,ns,354432
Clustering Coef,adj,1010887_10_1,1010887,elements,139999203.0,ns,383968
Clustering Coef,adj,1010887_10_1,1010887,elements,150862887.0,ns,413504
Clustering Coef,adj,1010887_10_1,1010887,elements,161586068.0,ns,443040
Clustering Coef,adj,1010887_10_1,1010887,elements,172318416.0,ns,472576
Clustering Coef,adj,1010887_10_1,1010887,elements,183049575.0,ns,502112
Clustering Coef,adj,1010887_10_1,1010887,elements,193781398.0,ns,531648
Clustering Coef,adj,1010887_10_1,1010887,elements,204645834.0,ns,561184
Clustering Coef,adj,1010887_10_1,1010887,elements,215481850.0,ns,590720
Clustering Coef,adj,1010887_10_1,1010887,elements,226261004.0,ns,620256
Clustering Coef,adj,1010887_10_1,1010887,elements,236998057.0,ns,649792
Clustering Coef,adj,1010887_10_1,1010887,elements,247900777.0,ns,679328
Clustering Coef,adj,1010887_10_1,1010887,elements,259476024.0,ns,708864
Clustering Coef,adj,1010887_10_1,1010887,elements,270175385.0,ns,738400
Clustering Coef,adj,1010887_10_1,1010887,elements,280977501.0,ns,767936
Clustering Coef,adj,1010887_10_1,1010887,elements,291628815.0,ns,797472
Clustering Coef,adj,1010887_10_1,1010887,elements,301820148.0,ns,827008
Clustering Coef,adj,1010887_10_1,1010887,elements,312553068.0,ns,856544
Clustering Coef,adj,1010887_10_1,1010887,elements,323223493.0,ns,886080
